epoch;acc;loss;val_acc;val_loss
0;0.4995448200160195;0.6932076022391572;0.48800872093023256;0.6932078294975813
1;0.5107725920817976;0.6926641945534484;0.48728197674418605;0.6941796700621761
2;0.5744370941149347;0.6807186968691062;0.6213662790697675;0.6619247835735942
3;0.6095162954638361;0.6586981121180032;0.6620639534883721;0.6370235092418138
4;0.6189233476787023;0.6525364939670305;0.6613372093023255;0.6365772333256033
5;0.6241427443882226;0.6491243085677729;0.6289970930232558;0.6420363672944003
6;0.6324573648025119;0.644667366110686;0.6595203488372093;0.6316507708194644
7;0.6360988044084736;0.641099599298071;0.5621366279069767;0.6851699989895488
8;0.6436851368791423;0.636391382737017;0.6696947674418605;0.620207529774932
9;0.6435637554946133;0.6342676391935526;0.6784156976744186;0.6192144155502319
10;0.6570977726093794;0.6242060386968873;0.5904796511627907;0.6774950415589088
11;0.6620137161035636;0.6195272061296218;0.6609738372093024;0.6214542863673942
12;0.6838623535729311;0.6042208189292029;0.6878633720930233;0.6004190732573353
13;0.6898100381844714;0.5929999311854265;0.7307412790697675;0.5551592139310615
14;0.7125083449476225;0.5711268198542957;0.6987645348837209;0.5723246956287429
15;0.7220367785216955;0.5567984962616035;0.7503633720930233;0.5120755236509235
16;0.7361170115810637;0.529585494157751;0.7532703488372093;0.5178901199684587
17;0.7416398615746517;0.5194153895277982;0.7681686046511628;0.4859990598850472
18;0.7621533046353607;0.49076198379037134;0.7332848837209303;0.5251726452694383
19;0.7801784305142179;0.4652694661730722;0.7652616279069767;0.4840465893232545
