epoch;acc;loss;val_acc;val_loss
0;0.4968137403617403;0.6931925854246225;0.4950747901863039;0.6931727431006898
1;0.5001517266329901;0.6931758527690044;0.5068709716068542;0.6931180556107797
2;0.4981489349024355;0.6931906574891089;0.502614617481815;0.6931377444463853
3;0.4908053650579356;0.6931899645928005;0.49312902828804206;0.693155662778316
4;0.49905929473112487;0.6931674395717665;0.4977502127597182;0.6931923045289208
5;0.5006372519377807;0.6931814659117147;0.493007418180953;0.6932116637087269
6;0.4955999271675909;0.6931900960616119;0.49264258780894626;0.6931801519080205
7;0.498573769525814;0.693182904830132;0.5052900401748301;0.6931095015722862
8;0.4996662013951223;0.693186476189093;0.5026146175869187;0.6931422167228519
9;0.49996965465929394;0.6931791963917021;0.5050468198410514;0.6931309061851813
10;0.4985737694607;0.6931850584399651;0.4942235193388256;0.6931618546592947
11;0.49899860411844416;0.6931809015649394;0.49385868899218865;0.6931927674271599
12;0.49487163928365824;0.6931790069641836;0.496898941941234;0.6931836427483088
13;0.49547854581561895;0.6931898573753418;0.506627751374555;0.6931367434319333
14;0.49566061779474135;0.6931812029921792;0.49446673957474924;0.6932029986735259
15;0.500515870591235;0.6931893368502977;0.4937370788669783;0.6931604940018833
16;0.497663409622967;0.693181951564587;0.5031010579427895;0.6931346741076965
17;0.49760271897049446;0.6931855536573625;0.4954396205293165;0.6931734688667924
18;0.4994234387617186;0.6931725452447925;0.5114921560930275;0.6930950747185143
19;0.4997268920349338;0.6931705404313334;0.4986014836869303;0.6931565858276021
